Country name,year,Happiness Score,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Region Name,Death Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
Greece,2014,4.756,10.245,0.832,70.32,0.369,-0.291,0.93,0.597,0.385,Europe,565.0,0.49674697,3.9565115,5.1871177
Greece,2015,5.623,10.249,0.835,70.4,0.532,-0.275,0.824,0.637,0.277,Europe,529.0,0.43544471,3.69402562,4.88865872
Greece,2016,5.303,10.248,0.803,70.525,0.482,-0.263,0.898,0.594,0.336,Europe,485.0,0.40772749,3.32173385,4.50074698
Greece,2017,5.148,10.261,0.753,70.65,0.438,-0.293,0.872,0.516,0.333,Europe,523.0,0.4200061,3.63135285,4.86298968
Greece,2018,5.409,10.28,0.794,70.775,0.564,-0.338,0.86,0.564,0.255,Europe,567.0,0.471075,3.95953191,5.28282296
Greece,2019,5.952,10.3,0.891,70.9,0.614,-0.291,0.848,0.56,0.236,Europe,530.0,0.42394573,3.73439436,4.9433151
Greece,2020,5.788,10.207,0.779,71.025,0.565,-0.244,0.764,0.629,0.322,Europe,464.0,0.3539715,3.21145436,4.33702052
Guatemala,2006,5.901,8.85,0.83,58.98,0.663,0.17,0.706,0.789,0.287,Central and South America,300.0,0.43007053,2.71578739,2.2393038
Guatemala,2007,6.33,8.891,0.866,59.26,0.628,0.133,0.81,0.79,0.224,Central and South America,327.0,0.47811212,2.8967653,2.38680434
Guatemala,2008,6.414,8.905,0.866,59.54,0.63,0.203,0.796,0.8,0.234,Central and South America,492.0,0.73044718,4.06111391,3.5126729
Guatemala,2009,6.452,8.89,0.834,59.82,0.643,0.194,0.755,0.814,0.24,Central and South America,513.0,0.71541133,4.18033509,3.58333736
Guatemala,2010,6.29,8.901,0.859,60.1,0.696,0.164,0.795,0.805,0.236,Central and South America,354.0,0.48661132,2.74154944,2.41961661
Guatemala,2011,5.743,8.923,0.768,60.38,0.763,0.006,0.863,0.792,0.289,Central and South America,361.0,0.49893579,2.54984889,2.4149094
Guatemala,2012,5.856,8.935,0.802,60.66,0.865,0.018,0.821,0.808,0.349,Central and South America,420.0,0.57805855,3.01965286,2.75035229
Guatemala,2013,5.985,8.953,0.83,60.94,0.884,0.042,0.817,0.822,0.333,Central and South America,466.0,0.60804551,3.1970611,2.98798088
Guatemala,2014,6.536,8.98,0.834,61.22,0.843,0.105,0.804,0.816,0.305,Central and South America,531.0,0.68245788,3.65837318,3.33474929
Guatemala,2015,6.465,9.003,0.823,61.5,0.869,0.049,0.822,0.826,0.311,Central and South America,514.0,0.63554083,3.31341861,3.16260419
Guatemala,2016,6.359,9.013,0.811,61.7,0.863,0.009,0.812,0.815,0.321,Central and South America,558.0,0.67583116,3.5734903,3.36487634
Guatemala,2017,6.325,9.027,0.826,61.9,0.915,-0.061,0.8,0.819,0.308,Central and South America,535.0,0.65462643,3.28415493,3.1628788
Guatemala,2018,6.627,9.044,0.841,62.1,0.91,-0.013,0.765,0.827,0.262,Central and South America,583.0,0.7018093,3.55483736,3.38013163
Guatemala,2019,6.262,9.068,0.774,62.3,0.901,-0.065,0.773,0.82,0.311,Central and South America,642.0,0.75,3.7491239,3.65157138
Guyana,2007,5.993,9.089,0.849,56.24,0.694,0.085,0.836,0.761,0.296,Central and South America,186.0,3.70075607,27.56886983,24.9171438
Hungary,2007,4.954,10.148,0.931,65.32,0.538,-0.164,0.895,0.6,0.23,Europe,2450.0,1.84296439,18.44679168,24.36409707
Hungary,2009,4.895,10.093,0.901,65.64,0.464,-0.129,0.915,0.575,0.228,Europe,2461.0,1.88706734,18.97647543,24.55438554
Hungary,2010,4.725,10.106,0.896,65.8,0.514,-0.149,0.983,0.574,0.235,Europe,2492.0,1.9102226,18.72108158,24.91994019
Hungary,2011,4.918,10.127,0.894,65.96,0.631,-0.093,0.94,0.586,0.305,Europe,2422.0,1.88050778,18.31791237,24.28867136
Hungary,2012,4.683,10.119,0.906,66.12,0.569,-0.14,0.93,0.582,0.315,Europe,2350.0,1.81551298,17.39951395,23.68865288
Hungary,2013,4.914,10.14,0.877,66.28,0.674,-0.117,0.912,0.647,0.307,Europe,2093.0,1.65091735,15.31424843,21.15619891
Hungary,2014,5.181,10.184,0.845,66.44,0.494,-0.154,0.855,0.578,0.238,Europe,1927.0,1.52563575,14.23583862,19.53079866
Hungary,2015,5.344,10.223,0.859,66.6,0.558,-0.202,0.908,0.65,0.245,Europe,1870.0,1.41992604,13.69575742,18.99821884
Hungary,2016,5.449,10.248,0.9,66.75,0.554,-0.191,0.924,0.59,0.243,Europe,1763.0,1.3876099,12.68629826,17.96409077
Hungary,2017,6.065,10.292,0.877,66.9,0.661,-0.143,0.886,0.644,0.181,Europe,1634.0,1.24094354,11.98484527,16.6939689
Hungary,2018,5.936,10.346,0.941,67.05,0.693,-0.247,0.911,0.595,0.201,Europe,1656.0,1.26368805,11.89024592,16.94019905
Hungary,2019,6.0,10.394,0.947,67.2,0.798,-0.199,0.884,0.653,0.18,Europe,1550.0,1.19595997,11.12581968,15.86303832
Iceland,2008,6.888,10.878,0.977,71.2,0.885,0.266,0.708,0.851,0.153,Europe,38.0,1.9124308,10.82219156,11.89898389
Iceland,2012,7.591,10.788,0.979,71.6,0.905,0.236,0.759,0.817,0.157,Europe,37.0,1.89258312,10.5133914,11.53668666
Iceland,2013,7.501,10.823,0.967,71.7,0.923,0.301,0.713,0.802,0.156,Europe,49.0,2.27062095,13.54937332,15.13448067
Iceland,2015,7.498,10.862,0.98,71.9,0.94,0.296,0.639,0.794,0.18,Europe,40.0,1.83318057,11.26681429,12.09136843
Iceland,2016,7.51,10.909,0.985,71.925,0.952,0.276,0.719,0.808,0.158,Europe,40.0,1.73160173,11.24640625,11.92467185
Iceland,2017,7.476,10.927,0.967,71.95,0.939,0.241,0.727,0.823,0.148,Europe,34.0,1.52057245,9.5608328,9.90100452
Iceland,2020,7.575,10.862,0.983,72.025,0.949,0.153,0.644,0.808,0.172,Europe,47.0,2.03904555,12.02412651,12.82530569
Iceland,2021,7.565,10.889,0.98,72.05,0.923,0.258,0.664,0.806,0.159,Europe,38.0,1.62950257,9.36753666,10.20079459
Iran,2013,5.14,9.555,0.664,65.42,0.73,0.204,0.685,0.575,0.552,Asia,2443.0,0.91802416,2.97622496,3.19421726
Iran,2014,4.682,9.585,0.644,65.56,0.767,0.23,0.64,0.55,0.512,Asia,2490.0,0.91268299,3.03854757,3.21432292
Iran,2015,4.75,9.548,0.572,65.7,0.78,0.166,0.699,0.548,0.52,Asia,2376.0,0.72556486,2.89752981,3.02705179
Iran,2016,4.653,9.614,0.566,65.85,0.773,0.179,0.713,0.592,0.526,Asia,2924.0,0.86049352,3.55636032,3.65837165
Iraq,2008,4.59,8.982,0.744,60.94,0.386,-0.058,0.91,0.532,0.448,Asia,3.0,0.00282366,0.01078257,0.01056868
Iraq,2015,4.493,9.145,0.684,60.8,0.599,0.023,0.762,0.478,0.581,Asia,3.0,0.00278012,0.00619459,0.00843354
Iraq,2016,4.413,9.25,0.719,61.275,0.666,-0.048,0.799,0.471,0.57,Asia,4.0,0.00354516,0.01178987,0.01092579
Ireland,2006,7.144,10.982,0.967,69.62,0.943,0.237,0.473,0.815,0.209,Europe,452.0,1.58696721,10.11399367,10.6608048
Ireland,2008,7.568,10.939,0.983,69.86,0.894,0.317,0.487,0.745,0.148,Europe,506.0,1.78963005,10.85440536,11.44258682
Ireland,2009,7.046,10.876,0.959,69.98,0.835,0.31,0.58,0.745,0.233,Europe,527.0,1.82365562,11.28286341,11.81798509
Ireland,2010,7.257,10.887,0.973,70.1,0.856,0.343,0.618,0.763,0.201,Europe,486.0,1.79190325,10.11736647,10.67118457
Ireland,2011,7.007,10.891,0.977,70.22,0.952,0.378,0.59,0.786,0.19,Europe,554.0,1.94686534,11.61776392,12.10958607
Ireland,2012,6.965,10.887,0.962,70.34,0.902,0.297,0.573,0.721,0.237,Europe,542.0,1.85705475,11.26871307,11.8201067
Ireland,2013,6.76,10.893,0.955,70.46,0.884,0.326,0.558,0.744,0.245,Europe,487.0,1.65062364,9.92267119,10.60280356
Ireland,2014,7.018,10.969,0.968,70.58,0.922,0.258,0.406,0.736,0.229,Europe,486.0,1.66142486,10.18444892,10.50392017
Ireland,2015,6.83,11.177,0.953,70.7,0.892,0.228,0.409,0.748,0.225,Europe,425.0,1.41069473,8.56729511,9.06611158
Ireland,2018,6.962,11.331,0.938,71.0,0.861,0.14,0.362,0.754,0.213,Europe,437.0,1.40333976,8.38174803,8.99729566
Israel,2007,6.841,10.4,0.868,71.16,0.683,0.217,0.868,0.642,0.32,Asia,326.0,0.81606088,4.58759066,4.54031725
Israel,2008,7.261,10.414,0.859,71.24,0.663,0.136,0.898,0.635,0.349,Asia,354.0,0.90211768,4.77132837,4.84347901
Israel,2009,7.353,10.399,0.937,71.32,0.593,0.17,0.923,0.62,0.327,Asia,404.0,1.04676772,5.43750768,5.3970542
Israel,2010,7.359,10.436,0.882,71.4,0.561,0.148,0.902,0.628,0.362,Asia,480.0,1.21771779,6.30985897,6.29627021
Israel,2011,7.433,10.472,0.893,71.48,0.722,0.138,0.891,0.654,0.384,Asia,409.0,1.00570473,5.18061045,5.26666042
Israel,2012,7.111,10.479,0.903,71.56,0.681,0.15,0.862,0.611,0.319,Asia,430.0,1.02681663,5.44122888,5.43579576
Israel,2013,7.321,10.503,0.909,71.64,0.739,0.147,0.849,0.649,0.409,Asia,372.0,0.89683936,4.5742503,4.61569596
Israel,2014,7.401,10.523,0.889,71.72,0.707,0.09,0.818,0.567,0.271,Asia,382.0,0.90585724,4.65874589,4.64965263
Israel,2015,7.079,10.527,0.864,71.8,0.753,0.105,0.789,0.652,0.256,Asia,342.0,0.772602,4.06719614,4.08107304
Israel,2016,7.159,10.552,0.89,71.95,0.772,0.149,0.804,0.602,0.263,Asia,390.0,0.88704908,4.55623084,4.56353369
Israel,2017,7.331,10.574,0.916,72.1,0.768,0.141,0.793,0.621,0.276,Asia,402.0,0.90142614,4.53552732,4.61365377
Israel,2018,6.927,10.595,0.91,72.25,0.725,0.05,0.77,0.612,0.282,Asia,449.0,1.00815053,5.01478132,5.05473239
Israel,2019,7.332,10.617,0.946,72.4,0.834,0.08,0.743,0.598,0.266,Asia,428.0,0.93035388,4.7053348,4.72717476
Israel,2020,7.195,10.58,0.959,72.55,0.831,-0.057,0.748,0.564,0.243,Asia,437.0,0.89554686,4.65405817,4.74220773
Italy,2007,6.574,10.722,0.912,70.8,0.684,0.11,0.922,0.65,0.303,Europe,3757.0,0.6558081,4.63497672,6.32754815
Italy,2008,6.78,10.706,0.88,70.9,0.543,0.045,0.946,0.588,0.268,Europe,3906.0,0.67174575,4.81473908,6.52825965
Italy,2009,6.334,10.647,0.88,71.0,0.701,0.237,0.89,0.715,0.279,Europe,3975.0,0.67551722,4.80415049,6.60379104
Italy,2010,6.354,10.661,0.872,71.1,0.738,-0.063,0.921,0.535,0.236,Europe,3989.0,0.6823294,4.8000131,6.59519955
Italy,2011,6.057,10.666,0.913,71.2,0.568,-0.022,0.933,0.61,0.266,Europe,4156.0,0.69948313,5.06540942,6.99905297
Italy,2012,5.839,10.633,0.869,71.3,0.57,0.109,0.908,0.651,0.388,Europe,4258.0,0.6940279,5.25797972,7.15152782
Italy,2013,6.009,10.603,0.916,71.4,0.499,-0.106,0.943,0.702,0.357,Europe,4291.0,0.71552682,5.19507395,7.12388967
Italy,2014,6.027,10.594,0.898,71.5,0.624,-0.069,0.92,0.659,0.356,Europe,4147.0,0.69270216,4.9683952,6.82194221
Italy,2015,5.848,10.603,0.909,71.6,0.575,-0.068,0.913,0.646,0.329,Europe,3989.0,0.61744638,4.69394638,6.56835464
Italy,2016,5.955,10.617,0.927,71.675,0.624,-0.084,0.903,0.632,0.339,Europe,3870.0,0.6261295,4.54240223,6.38324214
Italy,2017,6.199,10.635,0.92,71.75,0.633,-0.039,0.867,0.613,0.323,Europe,3940.0,0.6055818,4.69164707,6.50844763
Italy,2018,6.517,10.647,0.913,71.825,0.65,-0.025,0.888,0.598,0.403,Europe,3789.0,0.59863494,4.54266612,6.32794899
Italy,2019,6.445,10.663,0.838,71.9,0.709,-0.086,0.866,0.569,0.328,Europe,3726.0,0.58086603,4.46826287,6.26862723
Jamaica,2011,5.374,9.193,0.855,66.6,0.796,-0.069,0.909,0.764,0.237,North America and the Caribbean,50.0,0.29540352,1.78755671,1.76932966
Jamaica,2014,5.311,9.185,0.874,66.6,0.809,-0.006,0.861,0.708,0.31,North America and the Caribbean,6.0,0.03275109,0.20999495,0.20868556
Japan,2007,6.238,10.578,0.938,72.64,0.796,-0.096,0.809,0.683,0.207,Asia,30829.0,2.78156224,18.75930629,24.45096562
Japan,2008,5.911,10.566,0.887,72.76,0.772,-0.141,0.816,0.705,0.191,Asia,30236.0,2.64669247,18.77119719,24.00692355
Japan,2009,5.845,10.507,0.888,72.88,0.73,-0.215,0.74,0.713,0.169,Asia,30714.0,2.68981009,19.12116424,24.41106342
Japan,2010,6.057,10.547,0.902,73.0,0.772,-0.145,0.77,0.779,0.188,Asia,29564.0,2.46981651,18.30895048,23.39262207
Japan,2011,6.263,10.549,0.917,73.12,0.814,-0.057,0.734,0.714,0.181,Asia,28905.0,2.30674202,18.17996837,22.90775083
Japan,2013,5.959,10.586,0.924,73.36,0.821,-0.152,0.65,0.719,0.175,Asia,26080.0,2.05607536,16.32703478,20.74715204
Japan,2014,5.923,10.59,0.9,73.48,0.838,-0.144,0.617,0.687,0.189,Asia,24429.0,1.91900418,15.4554864,19.47589132
Japan,2015,5.88,10.607,0.923,73.6,0.832,-0.161,0.654,0.702,0.176,Asia,23160.0,1.79473112,14.4933278,18.48079281
Japan,2016,5.955,10.615,0.9,73.725,0.836,-0.068,0.698,0.69,0.192,Asia,21028.0,1.60795505,13.38747294,16.81967494
Japan,2017,5.911,10.632,0.882,73.85,0.849,-0.211,0.659,0.692,0.176,Asia,20479.0,1.52783093,13.20024677,16.42940329
Japan,2018,5.794,10.639,0.886,73.975,0.773,-0.267,0.687,0.649,0.185,Asia,20044.0,1.47115166,13.03824421,16.13611072
Japan,2019,5.908,10.638,0.878,74.1,0.806,-0.259,0.617,0.693,0.194,Asia,19435.0,1.40721878,12.81486611,15.70743981
Japan,2020,6.118,10.595,0.887,74.225,0.806,-0.264,0.609,0.681,0.186,Asia,20252.0,1.47528146,13.74182098,16.41180742
Jordan,2009,6.0,9.381,0.899,66.52,0.771,-0.081,0.739,0.587,0.265,Asia,14.0,0.09454988,0.21409277,0.20309694
Kazakhstan,2006,5.476,9.804,0.872,58.0,0.731,-0.277,0.865,0.602,0.185,Asia,4086.0,2.59907131,25.95241871,26.69177932
Kazakhstan,2007,5.719,9.878,0.861,58.6,0.806,-0.249,0.865,0.557,0.179,Asia,4168.0,2.63307516,26.11854765,26.91777524
Kazakhstan,2008,5.886,9.892,0.839,59.2,0.727,-0.224,0.899,0.613,0.16,Asia,4009.0,2.62530614,24.84861378,25.57739257
Kazakhstan,2009,5.383,9.884,0.893,59.8,0.856,-0.253,0.845,0.595,0.129,Asia,3846.0,2.69369231,23.476544,24.15079895
Kazakhstan,2010,5.514,9.94,0.904,60.4,0.785,-0.219,0.823,0.655,0.149,Asia,3617.0,2.47955413,21.6847975,22.15852726
Kazakhstan,2011,5.736,9.997,0.905,61.0,0.878,-0.239,0.802,0.622,0.154,Asia,3405.0,2.36135287,20.15720614,20.57553985
Kazakhstan,2012,5.759,10.03,0.892,61.6,0.84,-0.175,0.877,0.667,0.184,Asia,3241.0,2.26833707,18.99487622,19.30151504
Kazakhstan,2013,5.835,10.074,0.889,62.2,0.782,-0.233,0.82,0.629,0.164,Asia,3514.0,2.57887437,20.51224561,20.62778437
Kazakhstan,2015,5.95,10.098,0.931,63.4,0.74,-0.041,0.714,0.682,0.174,Asia,2873.0,2.19264438,16.43331011,16.37585138
Kazakhstan,2016,5.534,10.095,0.928,63.8,0.783,-0.04,0.702,0.641,0.155,Asia,2573.0,1.96066478,14.52573546,14.43530495
Kazakhstan,2017,5.882,10.121,0.914,64.2,0.745,-0.039,0.755,0.698,0.171,Asia,2664.0,2.06497221,15.02648018,14.76900519
Kazakhstan,2018,6.008,10.148,0.937,64.6,0.84,-0.102,0.824,0.611,0.162,Asia,2494.0,1.91187293,13.85563237,13.64597461
Kazakhstan,2019,6.272,10.179,0.951,65.0,0.852,-0.059,0.708,0.711,0.139,Asia,2373.0,1.78249504,13.12264719,12.81755382
Kazakhstan,2020,6.168,10.141,0.966,65.4,0.872,-0.06,0.661,0.62,0.15,Asia,2146.0,1.33016804,11.67476499,11.44187606
Kazakhstan,2021,6.26,10.17,0.906,65.8,0.807,0.036,0.782,0.663,0.122,Asia,2109.0,1.15623098,11.40788406,11.09835277
Kuwait,2006,6.076,11.233,0.919,68.4,0.769,-0.241,0.328,0.788,0.182,Asia,48.0,0.91480846,1.48928304,2.02218335
Kuwait,2009,6.585,11.074,0.926,69.0,0.819,0.002,0.675,0.694,0.252,Asia,62.0,1.04465038,1.34338174,1.80078392
Kuwait,2010,6.798,10.998,0.893,69.2,0.703,-0.037,0.486,0.687,0.203,Asia,40.0,0.73421439,0.85722557,1.12156755
Kyrgyzstan,2006,4.641,8.185,0.844,59.92,0.678,-0.142,0.879,0.555,0.159,Asia,465.0,1.20566273,9.35843046,9.00428836
Kyrgyzstan,2007,4.698,8.258,0.833,60.34,0.684,-0.093,0.929,0.59,0.13,Asia,485.0,1.27026532,9.72925692,9.31431293
Kyrgyzstan,2008,4.737,8.329,0.792,60.76,0.719,-0.102,0.923,0.594,0.147,Asia,473.0,1.25427594,9.56701501,9.00928871
Kyrgyzstan,2009,5.069,8.345,0.855,61.18,0.699,-0.142,0.896,0.554,0.165,Asia,458.0,1.27583709,8.76147115,8.50782897
Kyrgyzstan,2010,4.996,8.329,0.885,61.6,0.72,-0.074,0.926,0.516,0.123,Asia,500.0,1.38220822,9.73471683,9.17774727
Kyrgyzstan,2011,4.921,8.374,0.891,62.02,0.748,-0.157,0.932,0.579,0.151,Asia,471.0,1.31048107,9.06139508,8.54072548
Kyrgyzstan,2012,5.208,8.357,0.856,62.44,0.703,-0.081,0.892,0.58,0.182,Asia,524.0,1.44807384,10.14159455,9.3446094
Kyrgyzstan,2013,5.402,8.441,0.851,62.86,0.755,-0.087,0.9,0.595,0.135,Asia,446.0,1.27866972,8.29539699,7.79740455
Kyrgyzstan,2014,5.252,8.46,0.898,63.28,0.736,0.353,0.897,0.617,0.185,Asia,461.0,1.29672864,8.4215786,7.89949512
Kyrgyzstan,2015,4.905,8.477,0.857,63.7,0.813,0.197,0.858,0.658,0.173,Asia,417.0,1.19796604,7.55226489,6.99984943
Kyrgyzstan,2016,4.857,8.5,0.914,64.225,0.814,0.054,0.917,0.668,0.126,Asia,419.0,1.25168036,7.36122873,6.7597381
Kyrgyzstan,2017,5.63,8.526,0.883,64.75,0.859,0.141,0.874,0.64,0.16,Asia,390.0,1.17590303,6.81265142,6.29188033
Kyrgyzstan,2018,5.297,8.543,0.898,65.275,0.945,0.265,0.907,0.617,0.203,Asia,380.0,1.15189912,6.65818524,6.00969617
Kyrgyzstan,2019,5.685,8.568,0.877,65.8,0.92,-0.005,0.885,0.625,0.207,Asia,377.0,1.13230215,6.60783304,5.83906333
Latvia,2006,4.71,10.042,0.884,63.1,0.641,-0.234,0.937,0.59,0.234,Europe,487.0,1.47063264,18.0132211,21.95318427
Latvia,2007,4.667,10.145,0.836,63.4,0.7,-0.171,0.924,0.594,0.247,Europe,453.0,1.37040174,16.83403292,20.5878677
Latvia,2008,5.145,10.123,0.855,63.7,0.63,-0.208,0.926,0.633,0.215,Europe,527.0,1.6983017,19.81566372,24.20404515
Latvia,2009,4.669,9.985,0.807,64.0,0.437,-0.185,0.942,0.537,0.242,Europe,516.0,1.7236196,19.75512092,24.09335896
Latvia,2011,4.967,10.004,0.836,64.6,0.564,-0.004,0.934,0.563,0.222,Europe,440.0,1.54115587,17.09492695,21.36224098
Latvia,2012,5.125,10.085,0.851,64.9,0.564,-0.042,0.895,0.588,0.232,Europe,444.0,1.52818889,17.80312047,21.82548558
Latvia,2013,5.07,10.115,0.834,65.2,0.631,-0.077,0.837,0.605,0.227,Europe,383.0,1.33509952,15.44197532,19.02966591
Latvia,2014,5.729,10.143,0.881,65.5,0.671,-0.047,0.804,0.605,0.226,Europe,382.0,1.35456189,15.96399485,19.15956709
Latvia,2015,5.881,10.19,0.879,65.8,0.656,-0.082,0.808,0.559,0.228,Europe,387.0,1.37307078,15.50499467,19.56989715
Latvia,2016,5.94,10.222,0.917,65.9,0.685,-0.161,0.868,0.583,0.231,Europe,364.0,1.29009392,15.07506401,18.57581663
Latvia,2017,5.978,10.264,0.895,66.0,0.7,-0.159,0.798,0.565,0.232,Europe,353.0,1.2403809,14.37575267,18.17481599
Latvia,2018,5.901,10.311,0.913,66.1,0.608,-0.216,0.799,0.521,0.192,Europe,299.0,1.04801963,12.13596924,15.51494572
Latvia,2019,5.97,10.343,0.936,66.2,0.698,-0.198,0.789,0.537,0.212,Europe,288.0,1.04757748,12.37084055,15.04842536
Latvia,2020,6.229,10.328,0.928,66.3,0.82,-0.084,0.809,0.674,0.202,Europe,298.0,1.04235895,12.52153152,15.68050498
Latvia,2021,6.353,10.376,0.954,66.4,0.815,-0.102,0.84,0.716,0.186,Europe,253.0,0.73909614,10.46222564,13.425383
Lebanon,2019,4.024,9.751,0.866,66.0,0.447,-0.096,0.89,0.308,0.494,Asia,29.0,0.15638481,0.43196147,0.42300487
Lebanon,2020,2.634,9.531,0.547,66.075,0.552,-0.136,0.884,0.352,0.482,Asia,28.0,0.13209416,0.40312913,0.41022966
Lebanon,2021,2.179,9.471,0.507,66.15,0.423,-0.161,0.905,0.263,0.569,Asia,26.0,0.09427463,0.37266317,0.38409572
Lithuania,2006,5.954,10.042,0.93,63.5,0.567,-0.299,0.967,0.567,0.254,Europe,1049.0,2.3408386,27.00167805,32.08040346
Lithuania,2007,5.808,10.16,0.941,63.7,0.59,-0.285,0.966,0.523,0.279,Europe,1025.0,2.24662458,27.37659687,31.72103807
Lithuania,2008,5.554,10.196,0.914,63.9,0.621,-0.263,0.961,0.501,0.276,Europe,1111.0,2.53467786,30.05028758,34.73795358
Lithuania,2009,5.467,10.046,0.933,64.1,0.496,-0.307,0.979,0.525,0.271,Europe,1138.0,2.70746098,30.35571618,35.97945693
Lithuania,2010,5.066,10.083,0.882,64.3,0.519,-0.278,0.962,0.463,0.272,Europe,1018.0,2.41690408,27.62500326,32.86752708
Lithuania,2011,5.432,10.165,0.911,64.5,0.566,-0.152,0.964,0.556,0.275,Europe,1018.0,2.48068816,28.01615879,33.61827408
Lithuania,2012,5.771,10.216,0.919,64.7,0.503,-0.277,0.957,0.557,0.277,Europe,927.0,2.26439982,25.72325036,31.02645348
Lithuania,2013,5.596,10.261,0.913,64.9,0.556,-0.24,0.936,0.54,0.294,Europe,1085.0,2.61376503,30.89610704,36.68404623
Lithuania,2014,6.126,10.304,0.908,65.1,0.508,-0.267,0.956,0.565,0.287,Europe,930.0,2.3104442,26.08134194,31.71499338
Lithuania,2015,5.711,10.334,0.929,65.3,0.641,-0.257,0.924,0.534,0.276,Europe,896.0,2.14477212,25.23437883,30.84432908
Lithuania,2016,5.866,10.371,0.938,65.65,0.614,-0.27,0.949,0.553,0.25,Europe,826.0,2.00943901,22.87448744,28.79823836
Lithuania,2017,6.273,10.427,0.926,66.0,0.749,-0.177,0.79,0.59,0.195,Europe,749.0,1.86587614,20.8313287,26.48137483
Lithuania,2018,6.309,10.476,0.929,66.35,0.699,-0.241,0.852,0.518,0.214,Europe,684.0,1.72840754,18.68453175,24.41511696
Lithuania,2019,6.064,10.524,0.918,66.7,0.78,-0.256,0.783,0.568,0.276,Europe,659.0,1.72148063,18.54527874,23.5850998
Lithuania,2020,6.391,10.523,0.953,67.05,0.824,-0.127,0.829,0.626,0.202,Europe,608.0,1.39619262,16.67980308,21.75402566
Lithuania,2021,6.865,10.579,0.928,67.4,0.707,-0.119,0.878,0.667,0.191,Europe,565.0,1.1833452,14.98181273,20.11836005
Luxembourg,2009,6.958,11.628,0.939,70.3,0.939,0.117,0.432,0.713,0.238,Europe,48.0,1.35977337,7.79672777,9.64256227
Luxembourg,2010,7.097,11.647,0.952,70.5,0.908,0.087,0.423,0.718,0.216,Europe,54.0,1.49130075,8.60073658,10.65160188
Luxembourg,2011,7.101,11.635,0.934,70.7,0.962,0.098,0.388,0.744,0.2,Europe,55.0,1.47770016,8.41392144,10.61063224
Luxembourg,2012,6.964,11.627,0.914,70.9,0.917,0.049,0.403,0.726,0.227,Europe,51.0,1.3705993,7.80055216,9.60522524
Luxembourg,2013,7.131,11.636,0.917,71.1,0.79,-0.063,0.301,0.601,0.185,Europe,40.0,1.08962136,5.4509657,7.36160188
Luxembourg,2014,6.891,11.638,0.875,71.3,0.938,0.098,0.366,0.76,0.17,Europe,67.0,1.80836707,9.84520586,12.04344989
Luxembourg,2015,6.702,11.637,0.934,71.5,0.932,0.046,0.375,0.728,0.193,Europe,64.0,1.66710081,9.04155215,11.23587615
Luxembourg,2016,6.967,11.664,0.941,71.525,0.882,0.012,0.356,0.706,0.192,Europe,43.0,1.11456713,5.43103988,7.36985353
Luxembourg,2017,7.061,11.653,0.905,71.55,0.903,0.038,0.33,0.726,0.184,Europe,53.0,1.32103689,7.20973959,8.88760699
Luxembourg,2018,7.243,11.645,0.902,71.575,0.884,-0.027,0.385,0.715,0.202,Europe,50.0,1.2490632,6.26373563,8.22436732
Luxembourg,2019,7.404,11.649,0.912,71.6,0.93,-0.05,0.39,0.742,0.212,Europe,68.0,1.69660679,9.07677085,10.96766233
Malaysia,2006,6.012,9.827,0.866,65.08,0.837,0.198,0.74,0.687,0.243,Asia,63.0,0.09247842,0.27455178,0.24044002
Malaysia,2007,6.239,9.867,0.871,65.16,0.844,0.087,0.799,0.719,0.162,Asia,62.0,0.08728706,0.26718183,0.22913402
Malaysia,2008,5.807,9.893,0.803,65.24,0.78,0.042,0.884,0.728,0.186,Asia,59.0,0.07761524,0.24529261,0.21401936
Malaysia,2009,5.385,9.858,0.792,65.32,0.874,-0.011,0.858,0.74,0.164,Asia,40.0,0.0592698,0.15908204,0.14244255
Malaysia,2010,5.58,9.912,0.839,65.4,0.769,0.03,0.844,0.752,0.192,Asia,39.0,0.05691935,0.14973165,0.13641784
Malaysia,2011,5.786,9.948,0.77,65.48,0.84,-0.019,0.842,0.785,0.155,Asia,34.0,0.04799819,0.11561866,0.11699112
Malaysia,2012,5.914,9.985,0.841,65.56,0.848,0.015,0.847,0.744,0.177,Asia,29.0,0.04036299,0.10382157,0.0982717
Malaysia,2013,5.77,10.015,0.831,65.64,0.791,0.262,0.755,0.664,0.317,Asia,22.0,0.02967079,0.07360701,0.07281474
Malaysia,2014,5.963,10.057,0.863,65.72,0.808,0.237,0.845,0.711,0.261,Asia,21.0,0.02714406,0.06836822,0.06838491
Malaysia,2015,6.322,10.092,0.818,65.8,0.675,0.22,0.838,0.733,0.314,Asia,31.0,0.03841816,0.10100761,0.10240837
Malaysia,2018,5.339,10.197,0.789,65.725,0.875,0.125,0.894,0.716,0.2,Asia,30.0,0.02555649,0.09357643,0.09515341
Malaysia,2019,5.428,10.228,0.842,65.7,0.916,0.121,0.782,0.735,0.176,Asia,12.0,0.01099263,0.03881151,0.03755895
Malaysia,2020,6.014,10.159,0.797,65.675,0.878,0.098,0.747,0.721,0.288,Asia,24.0,0.02198708,0.07090257,0.07415189
Malta,2014,6.452,10.526,0.941,71.12,0.904,0.397,0.67,0.606,0.352,Europe,32.0,0.97859327,6.55534405,7.48676364
