Country name,year,Happiness Score,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Region Name,Death Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
Albania,2007,4.634,9.122,0.821,66.76,0.529,-0.01,0.875,0.489,0.246,Europe,124.0,0.85352423,4.0559859,4.17505465
Albania,2010,5.269,9.283,0.733,67.6,0.569,-0.174,0.726,0.576,0.3,Europe,96.0,0.79083944,3.07925445,3.29553877
Argentina,2006,6.313,9.937,0.938,65.82,0.733,-0.16,0.852,0.748,0.328,Central and South America,3119.0,1.06700694,7.86217113,7.93843137
Argentina,2007,6.073,10.013,0.862,65.94,0.653,-0.144,0.881,0.75,0.279,Central and South America,2955.0,0.94176663,7.35741686,7.44627062
Argentina,2008,5.961,10.043,0.892,66.06,0.678,-0.135,0.865,0.72,0.318,Central and South America,3071.0,1.02477,7.57016353,7.66214506
Argentina,2009,6.424,9.972,0.919,66.18,0.637,-0.133,0.885,0.762,0.237,Central and South America,2910.0,0.96399751,7.05760896,7.1882401
Argentina,2010,6.441,10.066,0.927,66.3,0.73,-0.129,0.855,0.765,0.211,Central and South America,2967.0,0.93803944,7.11419719,7.25503226
Argentina,2011,6.776,10.112,0.889,66.42,0.816,-0.178,0.755,0.769,0.232,Central and South America,2934.0,0.92638492,6.95955981,7.10059172
Argentina,2012,6.468,10.091,0.902,66.54,0.747,-0.151,0.817,0.744,0.272,Central and South America,3273.0,1.03202331,7.64891067,7.83854541
Argentina,2013,6.582,10.103,0.91,66.66,0.737,-0.134,0.823,0.766,0.254,Central and South America,3004.0,0.92909036,7.0029969,7.11915315
Argentina,2014,6.671,10.067,0.918,66.78,0.745,-0.168,0.854,0.769,0.238,Central and South America,3255.0,1.0107597,7.50052985,7.63412292
Argentina,2015,6.697,10.083,0.926,66.9,0.881,-0.178,0.851,0.768,0.305,Central and South America,3102.0,0.93832807,6.97654947,7.20132337
Argentina,2016,6.427,10.051,0.883,66.95,0.848,-0.195,0.851,0.732,0.312,Central and South America,3050.0,0.87113736,6.77301303,7.0101309
Argentina,2017,6.039,10.069,0.907,67.0,0.832,-0.19,0.841,0.715,0.292,Central and South America,3222.0,0.94296551,7.14961263,7.33320375
Argentina,2018,5.793,10.032,0.9,67.05,0.846,-0.214,0.855,0.732,0.321,Central and South America,3322.0,0.98627469,7.28248275,7.48853445
Argentina,2019,6.086,10.002,0.896,67.1,0.817,-0.214,0.83,0.735,0.319,Central and South America,3297.0,0.96480242,7.18507505,7.36255059
Argentina,2020,5.901,9.888,0.897,67.15,0.823,-0.129,0.816,0.679,0.342,Central and South America,2872.0,0.76338516,6.14415885,6.35457643
Armenia,2006,4.289,9.021,0.682,63.84,0.52,-0.232,0.85,0.453,0.469,Asia,78.0,0.28674362,2.38965404,2.63664319
Armenia,2007,4.882,9.157,0.76,64.08,0.605,-0.252,0.817,0.454,0.412,Asia,71.0,0.26462915,2.10031626,2.42104495
Armenia,2008,4.652,9.23,0.709,64.32,0.462,-0.216,0.876,0.486,0.385,Asia,63.0,0.22982635,1.74364793,1.94803327
Armenia,2009,4.178,9.085,0.68,64.56,0.441,-0.215,0.882,0.479,0.411,Asia,53.0,0.19230769,1.6083435,1.8351216
Armenia,2010,4.368,9.113,0.66,64.8,0.459,-0.177,0.891,0.437,0.426,Asia,73.0,0.26145195,2.31393262,2.537084
Armenia,2011,4.26,9.164,0.705,65.04,0.465,-0.227,0.875,0.411,0.459,Asia,67.0,0.23960233,2.03161583,2.32918877
Armenia,2012,4.32,9.239,0.676,65.28,0.502,-0.217,0.893,0.47,0.464,Asia,79.0,0.28623188,2.38951208,2.61232415
Armenia,2013,4.277,9.276,0.723,65.52,0.504,-0.198,0.9,0.503,0.45,Asia,67.0,0.24635976,1.92452242,2.21709019
Armenia,2014,4.453,9.315,0.739,65.76,0.506,-0.222,0.92,0.51,0.404,Asia,58.0,0.20928051,1.54118108,1.92445582
Armenia,2015,4.348,9.351,0.723,66.0,0.551,-0.207,0.901,0.527,0.438,Asia,74.0,0.26544228,2.02075535,2.46290007
Armenia,2016,4.325,9.357,0.709,66.275,0.611,-0.175,0.921,0.516,0.437,Asia,67.0,0.2373698,1.84524103,2.23903242
Armenia,2017,4.288,9.434,0.698,66.55,0.614,-0.152,0.865,0.552,0.437,Asia,44.0,0.16221198,1.32304298,1.51051127
Armenia,2018,5.062,9.49,0.814,66.825,0.808,-0.169,0.677,0.535,0.455,Asia,59.0,0.22911732,1.59022961,1.98720041
Armenia,2019,5.488,9.569,0.782,67.1,0.844,-0.179,0.583,0.537,0.43,Asia,49.0,0.18713004,1.31949801,1.65401849
Armenia,2021,5.301,9.561,0.762,67.65,0.795,-0.156,0.705,0.566,0.478,Asia,53.0,0.15412353,1.46155523,1.78563788
Australia,2007,7.285,10.694,0.965,69.96,0.891,0.343,0.513,0.762,0.215,Oceania,2229.0,1.61692805,9.7095193,10.57779133
Australia,2008,7.254,10.709,0.947,70.04,0.916,0.302,0.431,0.729,0.218,Oceania,2341.0,1.62630431,9.95947961,10.88911154
Australia,2010,7.45,10.714,0.955,70.2,0.932,0.313,0.366,0.762,0.22,Oceania,2420.0,1.68672851,9.81690069,10.85322737
Australia,2011,7.406,10.723,0.967,70.28,0.945,0.366,0.382,0.724,0.195,Oceania,2393.0,1.62864454,9.73251434,10.71171634
Australia,2012,7.196,10.744,0.945,70.36,0.935,0.27,0.368,0.728,0.214,Oceania,2580.0,1.75393275,10.27392118,11.35150989
Australia,2013,7.364,10.752,0.928,70.44,0.933,0.265,0.432,0.77,0.177,Oceania,2610.0,1.76735871,10.22264573,11.29021995
Australia,2014,7.289,10.763,0.924,70.52,0.923,0.315,0.442,0.74,0.245,Oceania,2922.0,1.90259148,11.29103056,12.43185349
Australia,2015,7.309,10.77,0.952,70.6,0.922,0.328,0.357,0.75,0.21,Oceania,3093.0,1.94464703,11.80848677,12.98707024
Australia,2016,7.25,10.781,0.942,70.675,0.922,0.235,0.399,0.736,0.236,Oceania,2909.0,1.83528491,11.00578456,12.02517954
Australia,2017,7.257,10.787,0.95,70.75,0.911,0.314,0.411,0.728,0.225,Oceania,3290.0,2.04242533,12.23988967,13.37713661
Australia,2018,7.177,10.801,0.94,70.825,0.916,0.143,0.405,0.706,0.187,Oceania,3205.0,2.02006832,11.7745864,12.83712832
Australia,2019,7.234,10.807,0.943,70.9,0.918,0.117,0.43,0.727,0.202,Oceania,3358.0,1.98742913,12.16404807,13.25166237
Australia,2020,7.137,10.794,0.937,70.975,0.905,0.203,0.491,0.726,0.205,Oceania,3139.0,1.94606324,11.26068774,12.23529386
Australia,2021,7.112,10.815,0.92,71.05,0.912,0.236,0.454,0.74,0.235,Oceania,3144.0,1.83356758,11.12262077,12.23914019
Austria,2006,7.122,10.836,0.936,69.5,0.941,0.298,0.49,0.746,0.174,Europe,1297.0,1.74574332,11.94748978,15.68708463
Austria,2008,7.181,10.881,0.935,69.7,0.879,0.287,0.614,0.716,0.173,Europe,1267.0,1.68746587,11.17562427,15.22554537
Austria,2010,7.303,10.856,0.914,69.9,0.896,0.127,0.546,0.71,0.156,Europe,1264.0,1.63732691,11.36121877,15.11768411
Austria,2011,7.471,10.881,0.944,70.0,0.939,0.128,0.703,0.672,0.145,Europe,1288.0,1.68412244,11.35898109,15.35429194
Austria,2012,7.401,10.884,0.945,70.1,0.92,0.114,0.771,0.712,0.157,Europe,1276.0,1.60632459,10.88193397,15.14304421
Austria,2013,7.499,10.878,0.95,70.2,0.922,0.164,0.679,0.725,0.163,Europe,1291.0,1.62336846,10.68165327,15.22903118
Austria,2014,6.95,10.877,0.899,70.3,0.885,0.114,0.567,0.721,0.17,Europe,1314.0,1.67919031,11.20753682,15.37933588
Austria,2015,7.076,10.876,0.928,70.4,0.9,0.095,0.557,0.748,0.164,Europe,1251.0,1.50590445,10.23804854,14.49675237
Austria,2016,7.048,10.885,0.926,70.525,0.889,0.076,0.524,0.713,0.197,Europe,1204.0,1.49251881,9.74650023,13.77604949
Austria,2017,7.294,10.9,0.906,70.65,0.89,0.129,0.518,0.699,0.18,Europe,1224.0,1.46991714,9.6751214,13.91688278
Austria,2018,7.396,10.919,0.912,70.775,0.904,0.05,0.523,0.695,0.226,Europe,1209.0,1.4397142,9.43957416,13.68001904
Austria,2019,7.195,10.93,0.964,70.9,0.903,0.056,0.457,0.727,0.205,Europe,1113.0,1.33475643,8.61479193,12.53711996
Austria,2020,7.213,10.859,0.925,71.025,0.912,0.006,0.464,0.716,0.206,Europe,1072.0,1.17031845,8.04444549,12.02218946
Austria,2021,7.08,10.899,0.863,71.15,0.795,0.159,0.501,0.722,0.259,Europe,1099.0,1.19505883,8.21841758,12.27724454
Azerbaijan,2007,4.568,9.366,0.753,60.86,0.522,-0.209,0.871,0.474,0.284,Asia,55.0,0.10904261,0.64792808,0.64092853
Bahrain,2009,5.701,10.714,0.904,64.76,0.896,0.033,0.506,0.707,0.422,Asia,36.0,1.50816925,2.45509611,3.05495093
Bahrain,2010,5.937,10.728,0.877,65.0,0.862,-0.006,0.715,0.641,0.423,Asia,19.0,0.79133694,1.10312486,1.54687227
Bahrain,2011,4.824,10.749,0.908,65.24,0.87,-0.059,0.583,0.506,0.514,Asia,18.0,0.71230708,1.38252295,1.50625094
Belarus,2007,5.617,9.576,0.858,60.62,0.667,-0.228,0.695,0.502,0.235,Europe,2663.0,2.00236103,23.20140834,27.44762071
Belarus,2009,5.564,9.681,0.908,61.74,0.679,-0.206,0.676,0.544,0.223,Europe,2743.0,2.03039298,23.99070566,28.37159655
Belarus,2010,5.526,9.759,0.918,62.3,0.7,-0.166,0.706,0.532,0.208,Europe,2462.0,1.79535047,21.95526144,25.94150433
Belarus,2011,5.225,9.813,0.91,62.86,0.656,-0.171,0.672,0.493,0.249,Europe,2174.0,1.60929751,19.26260744,22.94901856
Belarus,2013,5.876,9.842,0.923,63.98,0.723,-0.181,0.653,0.545,0.206,Europe,1903.0,1.51843991,16.7420911,20.10353479
Belarus,2014,5.812,9.858,0.88,64.54,0.647,-0.052,0.682,0.575,0.209,Europe,1742.0,1.43324941,15.35001474,18.38617318
Belarus,2018,5.234,9.851,0.905,65.775,0.644,-0.178,0.718,0.409,0.236,Europe,1807.0,1.50516855,15.47812227,19.05414869
Belgium,2007,7.219,10.791,0.922,68.72,0.901,0.065,0.721,0.744,0.218,Europe,1857.0,1.83164996,14.24770461,17.47649402
Belgium,2008,7.117,10.788,0.923,68.88,0.887,0.003,0.652,0.709,0.242,Europe,2001.0,1.92848882,15.41619436,18.68352049
Belgium,2010,6.854,10.778,0.931,69.2,0.807,0.018,0.697,0.793,0.24,Europe,2013.0,1.91437158,15.25166261,18.57027345
Belgium,2011,7.111,10.782,0.937,69.36,0.88,-0.018,0.711,0.752,0.225,Europe,2088.0,2.00207111,15.40780428,18.9807173
Belgium,2012,6.935,10.783,0.927,69.52,0.855,-0.054,0.758,0.718,0.238,Europe,2026.0,1.85742051,14.81168562,18.26072457
Belgium,2013,7.104,10.783,0.909,69.68,0.891,0.012,0.574,0.738,0.217,Europe,1895.0,1.73322114,13.68955708,16.95228205
Belgium,2014,6.855,10.794,0.944,69.84,0.861,-0.003,0.512,0.744,0.252,Europe,1899.0,1.8128013,13.53058726,16.91415456
Belgium,2015,6.904,10.809,0.885,70.0,0.869,0.058,0.469,0.747,0.24,Europe,1867.0,1.68896608,13.32142262,16.57223069
Belgium,2016,6.949,10.816,0.929,70.15,0.866,-0.06,0.497,0.701,0.26,Europe,1907.0,1.76415627,13.39650118,16.79841871
Belgium,2017,6.928,10.829,0.922,70.3,0.857,0.05,0.543,0.713,0.234,Europe,1725.0,1.57295789,12.30860424,15.1646112
Belgium,2018,6.892,10.842,0.93,70.45,0.808,-0.129,0.63,0.682,0.25,Europe,1793.0,1.61979529,12.45121009,15.69081413
Belize,2007,6.451,9.192,0.872,64.3,0.705,0.008,0.769,0.732,0.251,Central and South America,8.0,0.57720058,3.18255052,2.67536159
Belize,2014,5.956,9.135,0.757,65.0,0.874,0.001,0.782,0.735,0.282,Central and South America,24.0,1.51228733,7.71237917,6.79182491
Bosnia and Herzegovina,2014,5.249,9.373,0.788,67.0,0.412,0.231,0.976,0.491,0.262,Europe,313.0,0.86992774,6.16882109,8.17799711
Brazil,2007,6.321,9.512,0.886,63.42,0.777,-0.019,0.728,0.775,0.299,Central and South America,8871.0,0.84660922,4.72412508,4.66574414
Brazil,2008,6.691,9.552,0.878,63.58,0.782,-0.081,0.688,0.718,0.265,Central and South America,9211.0,0.85672484,4.80106371,4.79663732
Brazil,2009,7.001,9.541,0.913,63.74,0.767,-0.058,0.723,0.744,0.274,Central and South America,9379.0,0.85024948,4.79505509,4.83736599
Brazil,2010,6.837,9.604,0.906,63.9,0.806,-0.057,0.656,0.726,0.25,Central and South America,9454.0,0.83152586,4.75416978,4.83052701
Brazil,2011,7.038,9.634,0.916,64.06,0.834,-0.075,0.662,0.698,0.268,Central and South America,9856.0,0.84203476,4.86569269,4.99001248
Brazil,2013,7.14,9.665,0.91,64.38,0.785,-0.098,0.707,0.725,0.276,Central and South America,10538.0,0.87056806,5.04308176,5.24184953
Brazil,2014,6.981,9.661,0.898,64.54,0.714,-0.118,0.71,0.718,0.274,Central and South America,10660.0,0.86875804,5.01886086,5.25735028
Brazil,2015,6.547,9.617,0.907,64.7,0.799,-0.019,0.771,0.687,0.325,Central and South America,11187.0,0.88492495,5.19614555,5.47117094
Brazil,2016,6.375,9.575,0.912,64.875,0.807,-0.103,0.781,0.711,0.302,Central and South America,11436.0,0.87312773,5.23532796,5.5470657
Brazil,2017,6.333,9.58,0.905,65.05,0.765,-0.178,0.794,0.669,0.308,Central and South America,12507.0,0.95279523,5.65308086,6.01778855
Brazil,2018,6.191,9.59,0.882,65.225,0.751,-0.12,0.763,0.677,0.35,Central and South America,12741.0,0.96763243,5.68492926,6.08251357
Brazil,2019,6.451,9.595,0.899,65.4,0.83,-0.065,0.762,0.701,0.337,Central and South America,13523.0,1.00185138,6.0258622,6.43501547
Brazil,2020,6.11,9.548,0.831,65.575,0.786,-0.058,0.729,0.653,0.389,Central and South America,13841.0,0.88905361,6.04209495,6.51159106
Bulgaria,2007,3.844,9.746,0.832,64.78,0.566,-0.143,0.976,0.5,0.226,Europe,902.0,0.79820183,8.21357035,11.77581973
Bulgaria,2010,3.912,9.807,0.843,65.2,0.545,-0.151,0.941,0.513,0.238,Europe,859.0,0.77973948,7.9332157,11.40120853
Bulgaria,2011,3.875,9.834,0.86,65.34,0.664,-0.234,0.948,0.49,0.271,Europe,763.0,0.7047978,7.4800343,10.28850145
Bulgaria,2012,4.222,9.848,0.838,65.48,0.641,-0.179,0.938,0.51,0.237,Europe,872.0,0.79794292,8.38143653,11.93557854
Bulgaria,2013,3.993,9.848,0.829,65.62,0.603,-0.197,0.962,0.537,0.278,Europe,721.0,0.69097705,6.99607945,9.92413747
Bulgaria,2014,4.438,9.863,0.886,65.76,0.576,-0.06,0.955,0.542,0.236,Europe,724.0,0.66451281,6.85268353,10.0222351
Bulgaria,2015,4.865,9.903,0.908,65.9,0.637,-0.205,0.941,0.556,0.214,Europe,679.0,0.61661687,6.54053806,9.45947132
Bulgaria,2016,4.838,9.94,0.926,66.0,0.7,-0.175,0.936,0.545,0.172,Europe,667.0,0.62000372,6.45725437,9.3576972
Bulgaria,2017,5.097,9.975,0.942,66.1,0.689,-0.158,0.911,0.542,0.189,Europe,698.0,0.63575339,6.50846844,9.86440402
Bulgaria,2018,5.099,10.008,0.924,66.2,0.724,-0.18,0.952,0.554,0.189,Europe,642.0,0.59156331,6.30699489,9.1387419
Bulgaria,2019,5.108,10.055,0.948,66.3,0.822,-0.113,0.943,0.577,0.2,Europe,573.0,0.53014813,5.57574681,8.21415816
Bulgaria,2020,5.598,10.021,0.916,66.4,0.818,-0.01,0.901,0.642,0.221,Europe,588.0,0.47139937,5.71167701,8.47993551
Canada,2005,7.418,10.707,0.962,70.5,0.957,0.248,0.503,0.783,0.233,North America and the Caribbean,3743.0,1.62645786,10.2494668,11.58841612
Canada,2008,7.486,10.733,0.939,70.68,0.926,0.258,0.37,0.802,0.202,North America and the Caribbean,3705.0,1.55269742,9.68675393,11.11356479
Canada,2009,7.488,10.692,0.943,70.74,0.915,0.242,0.413,0.793,0.248,North America and the Caribbean,3890.0,1.63158822,10.03948238,11.52726036
Canada,2010,7.65,10.711,0.954,70.8,0.934,0.227,0.413,0.791,0.233,North America and the Caribbean,3951.0,1.64573571,10.04997354,11.57037146
Canada,2011,7.426,10.733,0.922,70.86,0.951,0.249,0.433,0.803,0.248,North America and the Caribbean,3728.0,1.54002495,9.44110242,10.79354596
Canada,2012,7.415,10.739,0.948,70.92,0.918,0.286,0.466,0.776,0.229,North America and the Caribbean,3926.0,1.59207773,9.81511291,11.24218724
Canada,2013,7.594,10.752,0.936,70.98,0.916,0.312,0.406,0.801,0.263,North America and the Caribbean,4054.0,1.60657531,9.82412845,11.48554895
Canada,2014,7.304,10.77,0.918,71.04,0.939,0.266,0.442,0.791,0.259,North America and the Caribbean,4254.0,1.64360697,10.30110028,11.92788191
Canada,2015,7.413,10.769,0.939,71.1,0.931,0.249,0.427,0.792,0.286,North America and the Caribbean,4405.0,1.6664586,10.58416339,12.22705087
Canada,2016,7.245,10.768,0.924,71.15,0.912,0.207,0.385,0.768,0.237,North America and the Caribbean,3978.0,1.48870003,9.57549866,10.93369465
Canada,2017,7.415,10.786,0.934,71.2,0.945,0.159,0.362,0.799,0.218,North America and the Caribbean,4157.0,1.50240884,10.00066852,11.31707843
Canada,2018,7.175,10.799,0.923,71.25,0.946,0.102,0.372,0.773,0.259,North America and the Caribbean,3811.0,1.343292,9.16649964,10.2792853
Canada,2019,7.109,10.803,0.925,71.3,0.912,0.107,0.436,0.781,0.285,North America and the Caribbean,4012.0,1.41226829,9.49514645,10.7241051
Chile,2006,6.063,9.87,0.836,67.78,0.744,0.163,0.634,0.752,0.348,Central and South America,1795.0,2.09600766,10.63365844,10.97556979
Chile,2007,5.698,9.91,0.815,67.96,0.662,0.239,0.723,0.708,0.342,Central and South America,1848.0,2.06346725,10.8358386,11.17954144
Chile,2008,5.789,9.938,0.804,68.14,0.64,0.078,0.741,0.706,0.33,Central and South America,2088.0,2.40600118,12.02974254,12.49681445
Chile,2009,6.494,9.916,0.832,68.32,0.747,0.143,0.734,0.756,0.3,Central and South America,2148.0,2.33567118,12.16496296,12.72045683
Chile,2010,6.636,9.963,0.857,68.5,0.786,0.102,0.702,0.76,0.3,Central and South America,2001.0,2.04329623,11.12007775,11.72744778
Chile,2011,6.526,10.013,0.819,68.68,0.701,0.106,0.753,0.758,0.317,Central and South America,2027.0,2.13402116,11.08468405,11.76192335
Chile,2012,6.599,10.063,0.855,68.86,0.734,0.189,0.782,0.736,0.288,Central and South America,1841.0,1.86504037,9.91622052,10.58024877
Chile,2013,6.74,10.086,0.862,69.04,0.737,0.079,0.741,0.791,0.285,Central and South America,1738.0,1.74202408,9.23681653,9.89101276
Chile,2014,6.844,10.094,0.862,69.22,0.733,0.211,0.758,0.8,0.276,Central and South America,1789.0,1.75460965,9.3567152,10.07378867
Chile,2015,6.533,10.105,0.827,69.4,0.769,0.034,0.812,0.752,0.333,Central and South America,1838.0,1.7788187,9.42040668,10.22852631
Chile,2016,6.579,10.11,0.841,69.55,0.652,0.096,0.858,0.792,0.283,Central and South America,1858.0,1.78609194,9.38924338,10.2037073
Chile,2017,6.32,10.108,0.88,69.7,0.79,-0.026,0.836,0.765,0.291,Central and South America,1880.0,1.76711659,9.29700588,10.17842619
Chile,2018,6.436,10.13,0.89,69.85,0.789,-0.066,0.816,0.755,0.276,Central and South America,1824.0,1.70792914,8.91387404,9.73882438
Chile,2019,5.942,10.119,0.869,70.0,0.659,-0.108,0.86,0.741,0.337,Central and South America,1901.0,1.73357165,9.11741874,10.03058352
Chile,2020,6.151,10.044,0.888,70.15,0.781,0.028,0.812,0.753,0.336,Central and South America,1602.0,1.26972553,7.56330953,8.3803262
China,2006,6.189,10.602,0.882,68.68,0.63,-0.033,0.846,0.683,0.094,Asia,1042.0,2.78497929,12.08373727,15.19592831
China,2008,5.548,10.6,0.83,69.14,0.642,-0.02,0.785,0.682,0.169,Asia,878.0,2.11413436,9.98001984,12.61893127
China,2010,6.229,10.681,0.831,69.6,0.677,0.001,0.821,0.738,0.136,Asia,1008.0,2.36071102,10.92335233,14.35038866
Colombia,2006,6.025,9.277,0.91,66.32,0.805,-0.018,0.808,0.776,0.326,Central and South America,2188.0,1.13477237,5.17225051,5.06470965
Colombia,2007,6.138,9.33,0.894,66.54,0.786,-0.043,0.86,0.774,0.287,Central and South America,2192.0,1.14367405,5.09245575,5.0117158
Colombia,2008,6.168,9.351,0.88,66.76,0.795,-0.045,0.763,0.768,0.307,Central and South America,2234.0,1.13546262,5.09267769,5.04802002
Colombia,2009,6.272,9.351,0.886,66.98,0.757,-0.058,0.837,0.786,0.273,Central and South America,2259.0,1.14854868,5.06777852,5.0480386
Colombia,2010,6.408,9.383,0.893,67.2,0.816,-0.053,0.815,0.792,0.265,Central and South America,2118.0,1.05624321,4.64062914,4.6834886
Colombia,2011,6.464,9.44,0.904,67.42,0.811,-0.076,0.847,0.785,0.286,Central and South America,2052.0,1.04788508,4.44204252,4.49381627
Colombia,2012,6.375,9.468,0.914,67.64,0.828,-0.012,0.868,0.829,0.294,Central and South America,2127.0,1.06479905,4.54760202,4.61631439
Colombia,2013,6.607,9.508,0.901,67.86,0.841,-0.074,0.898,0.815,0.278,Central and South America,2075.0,1.02181011,4.37611928,4.46279815
Colombia,2014,6.449,9.542,0.907,68.08,0.801,-0.093,0.887,0.825,0.278,Central and South America,2136.0,1.0168959,4.43191112,4.54780665
Colombia,2015,6.388,9.562,0.89,68.3,0.791,-0.103,0.843,0.803,0.292,Central and South America,2348.0,1.06984034,4.78379524,4.94100809
Colombia,2016,6.234,9.572,0.882,68.475,0.835,-0.104,0.898,0.77,0.294,Central and South America,2482.0,1.11261532,4.9859579,5.15204426
Colombia,2017,6.157,9.57,0.909,68.65,0.838,-0.16,0.875,0.79,0.299,Central and South America,2711.0,1.19099919,5.35315843,5.54285202
Colombia,2018,5.984,9.577,0.871,68.825,0.851,-0.152,0.855,0.775,0.301,Central and South America,2871.0,1.21174008,5.56396592,5.78119092
Colombia,2019,6.35,9.59,0.873,69.0,0.822,-0.175,0.854,0.791,0.322,Central and South America,2930.0,1.19907512,5.59096161,5.82048554
Colombia,2020,5.709,9.502,0.797,69.175,0.84,-0.088,0.808,0.759,0.34,Central and South America,2748.0,0.91340289,5.16701238,5.40063653
Costa Rica,2006,7.082,9.607,0.937,68.56,0.882,0.054,0.798,0.815,0.236,Central and South America,351.0,2.10924824,8.01737265,8.07748494
Costa Rica,2007,7.432,9.672,0.918,68.72,0.923,0.092,0.82,0.826,0.24,Central and South America,270.0,1.6940645,6.05557082,6.12991608
Costa Rica,2008,6.851,9.704,0.916,68.88,0.912,0.089,0.816,0.838,0.233,Central and South America,261.0,1.58393009,5.78809584,5.84792046
Costa Rica,2009,7.615,9.682,0.9,69.04,0.886,0.059,0.787,0.84,0.217,Central and South America,280.0,1.6814797,6.01211044,6.19367626
Costa Rica,2010,7.271,9.721,0.915,69.2,0.881,0.041,0.763,0.827,0.221,Central and South America,311.0,1.63787655,6.64860945,6.79428267
Costa Rica,2011,7.229,9.752,0.892,69.36,0.926,-0.04,0.837,0.794,0.269,Central and South America,316.0,1.7119948,6.61562855,6.82050797
Costa Rica,2012,7.272,9.788,0.902,69.52,0.929,0.039,0.794,0.837,0.263,Central and South America,302.0,1.59678528,6.22066273,6.44197952
Costa Rica,2013,7.158,9.801,0.902,69.68,0.898,0.011,0.813,0.809,0.278,Central and South America,312.0,1.61115414,6.26076077,6.57935386
Costa Rica,2014,7.247,9.824,0.914,69.84,0.927,0.003,0.788,0.797,0.29,Central and South America,268.0,1.32084771,5.3155665,5.58869382
Costa Rica,2015,6.854,9.85,0.878,70.0,0.907,-0.066,0.761,0.811,0.286,Central and South America,313.0,1.50748928,6.1473743,6.45653166
Costa Rica,2016,7.136,9.881,0.901,70.0,0.873,-0.04,0.781,0.83,0.281,Central and South America,337.0,1.50823487,6.54018548,6.87847049
Costa Rica,2017,7.225,9.912,0.922,70.0,0.936,-0.084,0.742,0.791,0.275,Central and South America,281.0,1.2239209,5.37238152,5.67682043
Costa Rica,2018,7.141,9.928,0.876,70.0,0.942,-0.114,0.781,0.802,0.326,Central and South America,391.0,1.66340509,7.4055673,7.82087437
Costa Rica,2019,6.998,9.944,0.906,70.0,0.927,-0.154,0.836,0.791,0.303,Central and South America,384.0,1.58076733,7.19815818,7.59192284
Costa Rica,2020,6.338,9.895,0.834,70.0,0.889,-0.136,0.772,0.759,0.35,Central and South America,352.0,1.35405447,6.5531107,6.90993024
Croatia,2007,5.821,10.174,0.91,66.94,0.662,-0.097,0.934,0.55,0.337,Europe,776.0,1.48184926,12.89845354,17.49330813
Croatia,2009,5.433,10.12,0.861,67.18,0.549,-0.276,0.958,0.557,0.272,Europe,790.0,1.50723089,12.97174516,17.83666939
Croatia,2010,5.596,10.11,0.796,67.3,0.564,-0.242,0.973,0.554,0.259,Europe,777.0,1.49147727,12.67405648,17.58801534
Croatia,2011,5.385,10.113,0.79,67.42,0.517,-0.203,0.977,0.552,0.273,Europe,702.0,1.37595798,11.43598209,15.94444248
Croatia,2012,6.028,10.092,0.776,67.54,0.542,-0.247,0.924,0.572,0.271,Europe,776.0,1.50067685,13.06653767,18.18370131
Croatia,2013,5.885,10.091,0.751,67.66,0.627,-0.209,0.936,0.554,0.285,Europe,692.0,1.37339737,12.19349024,16.26058671
Croatia,2014,5.381,10.091,0.646,67.78,0.519,0.127,0.918,0.545,0.286,Europe,722.0,1.42016955,12.27852575,17.0347743
Croatia,2015,5.205,10.124,0.768,67.9,0.694,-0.102,0.849,0.57,0.294,Europe,739.0,1.36334287,12.19408185,17.58015265
Croatia,2016,5.417,10.166,0.798,68.075,0.672,-0.07,0.884,0.569,0.337,Europe,683.0,1.3251329,11.44500873,16.36183271
Croatia,2017,5.343,10.211,0.77,68.25,0.716,-0.11,0.892,0.618,0.316,Europe,635.0,1.18742637,10.61238555,15.39568984
Croatia,2019,5.626,10.287,0.936,68.6,0.739,-0.143,0.932,0.504,0.269,Europe,582.0,1.12368228,9.94997015,14.31645214
Croatia,2020,6.508,10.202,0.923,68.775,0.837,-0.069,0.961,0.681,0.286,Europe,556.0,0.97504516,9.58782592,13.73626374
Cyprus,2006,6.238,10.568,0.878,70.16,0.836,0.014,0.712,0.704,0.253,Asia,19.0,0.37058709,2.29090314,2.51566998
Cyprus,2009,6.833,10.56,0.812,70.64,0.775,0.05,0.801,0.668,0.329,Asia,33.0,0.63681976,3.48081269,4.05980461
Cyprus,2010,6.387,10.556,0.822,70.8,0.755,0.068,0.833,0.699,0.296,Asia,38.0,0.74582924,4.04576947,4.55387595
Cyprus,2011,6.69,10.535,0.844,70.96,0.745,0.175,0.841,0.682,0.272,Asia,30.0,0.57164634,2.95210727,3.53371874
Cyprus,2012,6.181,10.484,0.767,71.12,0.725,0.094,0.871,0.687,0.369,Asia,36.0,0.65454545,3.8830058,4.16694639
Cyprus,2013,5.439,10.418,0.744,71.28,0.656,0.098,0.867,0.657,0.42,Asia,45.0,0.85356601,4.58572958,5.2208416
Cyprus,2014,5.627,10.412,0.77,71.44,0.715,0.055,0.868,0.661,0.397,Asia,44.0,0.79436721,4.60121269,5.15726131
Cyprus,2015,5.439,10.451,0.77,71.6,0.628,0.109,0.893,0.66,0.383,Asia,39.0,0.66247664,4.08989824,4.62569252
